docID,namaBarang,desc,harga
137,asus zenbook ux303la quot smoky brown quot fullset perfect condition ,asus zenbook ux303la review zenbook ultrabook cipta adu gaya praktis kinerja ux303 gabung tiga tingkat canggih bentuk baru warna smoky brown icicle gold rose gold sempurna desain metal konsentris ciri khas zen bentuk klasik zenbook ringan sempurna profil ramping setipis 3mm lihat cantik eleg lekang waktu kinerja hebat zenbook ux303 kembang tim asus golden eye teknolog ekslusif asus splendid hadir warna nyata apa lihat teknolog kerja otomatis baik setel untuk optimal gambar hasil gambar kaya warna baik untuk film game foto kinerja luar kinerja jadi utama zenbook ux303 punya butuh prosesor generasi 4 intel core i5 temu grafis ruang simpan cepat ux303 biar unggu apa tugas beri siap jalan tugas sama utar video halus jalan aplikasi cepat zenbook ux303 siap butuh konsumsi daya hemat buat perlu isi ulang asus sonicmaster untuk suara agum suara agum jadi ciri khas luarga zenbook kecual zenbook ux303 teknolog asus sonicmaster buat tim asus golder ear guna kombinasi proses produksi akurat software untuk hadir suara temu notebook bass vokal jernih volume suara tinggi asus zenbook ux303la spesifikasi intel core i5 4210u processor haswell gen 4 windows 8 1 64 bit original recovery aktif ddr3l 1600 mhz sdram onboard memory 4 gb led 13 3 hd 1600 x 900 bening tajam storage 1tb hdd lega gan card reader 2 in 1 card reader sd sdhc kamera hd web camera integrasi 802 11 a g n 802 11 ac widi bt 4 0 support on wlan bt 4 0 combo card audio built in speakers and microphone icepower asus sonicmaster technology kondisi mulus perfect like new 9 5 10 ga perlu ragu tingkat mulus nya lengkap fullset mantab gan garansi 1 bulan servis dll perfect condition harga 8jt pas free ongkir indonesia ,Rp 7300000
138,asus rog gl553vd fy280d ci7 7700hq 2 8 3 2ghz nvidia gtx1050 4gb ,asus gl553vd fy280d spesifikasi prosesor ci7 7700hq 2 8 3 2ghz ram 8gb hdd 1tb vga nvidia gtx1050 4gb layar 15 6 fhd os dos dvd rw cam blutooth wifi beli puya lebih design baru asus jamin mantaff ima cod delivery untuk daerah jakarta garansi resmi 2 tahun harga murah toko mall lengkap unit laptop tas laptop charger dus fullset bonus bag pag note untuk daerah jakarta irim gojek harap konfirmasi lewat pesan ,Rp 13799000
139,ultrabook asus zenbook prime gaming and design ,asus zenbook prime ux32vd harga pasar 10jt 6 jtan seri tinggi kelas bobot 1 4kg tebal 18mm ultrabook untuk kerja main yboard backlit lampu casing full aluminum kondisi baru mulus 99 mesin tested normal 100 13 3 inch ips led full hd 1080 anti glare intel core i5 3337u 1 80ghz turboboost upto 2 70ghz ram 6gb ddr3 hardisk 500gb 24gb ssd vga intel hd graphics 4000 1792mb nvidia geforce gt 620m 1gb total 4gb usb 3 0 hdmi wifi webcam os windows 10 pro dusbox asus unit zenbook charger bonus tas mouse mousepad yboard protector ,Rp 5900000
140,asus x200ma n2840 2gb 500gb 11 6 quot slim ,speksifikasi singkat processor intel celeron n2840 2 16 ghz memory ram 2 gb hard disk 500 gb sistem grafis intel hd graphics layar 11 6 hd led body slim usb hdmi battera 4 cell wifi webcam new garansi 1 tahun stributor ,Rp 3050000
141,asus x550z exx211t vga amd r7 m260dx 3gb amd fx 7500 r7 8gb 1tb win10 ,asus x550z exx211t gr processor amd fx 7500 radeon r7 10 compute cores 4c 6g 2 10ghz ram 2 x 4096 mb ddr3 8 gb pc3l 12800 dual slot memory harddisk 1 tb hdd kamera hd web camera vga amd radeon r7 graphics amd radeon r7 m260dx dedicated 3072 mb shared 3557 mb up to 6629 mb batera 4 cell li ion fitur dvd super multi dl drive card reader 3 in 1 realtek pcie gbe family controller bluetooth webcam cardreader 2 port usb 3 0 1 port usb 2 0 hdmi vga out qualcomm atheros ar956x wireless network adapter layar 15 6 hd slim gl 1366 x 768 warna dark grey operation system os windows 10 home single language 64 bit garansi 1 tahun lengkap dus lengkap adaptor kartu garansi buku manual bonus tas beli supplier laptop punya lebih design baru jamin mantap barang jual jamin 100 baru garansi ima cod delivery gojek untuk daerah surabaya supplier laptop utama kuality control irim untuk irim aman doublein packing welcome reseller dropship beli qty kirim pesan ,Rp 6329000
142,asus x453m black ,unit notebook merk asus x453m series spec processor intel celeron n2840 2 2 ghz memory ddr3 2 gb harddisk 500 gb sata dvd rw super multi record vga intel hd graphics wifi hdmi usb3 lan port vga webcam layar 14 inchi led hd os windows 8 lengkap adaptor charger terang kondisi barang 95persen mulus mesin normal 100 lancar jaya fungsi baik layar jernih dot pixel jamur kurang batera carger nol persen terus garansi sonal 1 minggu cocok bangat nich agan ajar mahasiswa kerja kantor harga dita gan super murah riah agan laptop second murah riah kualitas ok punya mulus lancar minat langsung aja gan masukin kranjang bukalapak tunggu gan order barang batas habis posting langsung ebut garansi sonal ane kasih 1 minggu lengkap unit carger ,Rp 1850000
143,asus gaming x550z amd fx 7500 ram 8gb hdd 1tb vga amd r7 m260dx 3gb 15 6 quot windows 10 original ,asus x550z exx211t gr processor amd fx 7500 radeon r7 10 compute cores 4c 6g 2 10ghz ram 2 x 4096 mb ddr3 8 gb pc3l 12800 dual slot memory harddisk 1 tb hdd operation system os windows 10 home single language 64 bit layar 15 6 hd slim gl 1366 x 768 vga amd radeon r7 graphics amd radeon r5 m230 series dedicated 3072 mb shared 3557 mb up to 6629 mb kamera hd web camera batera 4 cell li ion 2950 mah fitur dvd super multi dl drive card reader 3 in 1 realtek pcie gbe family controller bluetooth webcam cardreader 2 port usb 3 0 1 port usb 2 0 hdmi vga out qualcomm atheros ar956x wireless network adapter warna dark grey lengkap dus ori lengkap adaptor buku manual buku garansi bonus 1 tas asus garansi 1 tahun welcome dealer ,Rp 6329000
144,asus x441sa n3060 ram 2gb hdd 500gb windows original ,speksifikasi dual core intel celeron processor n3060 windows 10 layar 14 hd 1366x768 grafis intel hd 500gb hdd 2gb ddr3l memory dvd writer usb 3 1 type c wi fi 2 tahun garansi global warna ready silver red white n aqua blue ,Rp 3700000
145,asus a455la wx667d i3 5005u 4gb 500gb dos ,platform notebook tipe prosesor intel core i3 processor onboard intel core i3 5005u processor 2 00 ghz 3m cache ori standar 4 gb ddr3 tipe grafis intel hd graphics ukur layar 14 inch resolusi layar 1366 x 768 audio integrated speaker integrated kapasitas simpan 500 gb hdd optical drive type dvdrw wireless network type integrated wireless network protocol 802 11 b g n yboard standard yboard ragam input device touchpad antarmuka interface 1 usb 3 0 2 usb 2 0 hdmi sistem operasi pre sales request available mensi ptl mensi masan 49 x 13 x 30 cm ,Rp 4900000
146,asus rog gl553vd fy280d ,asus rog gl553vd fy280d spesifikasi black metal processor ci7 7700hq 2 8 3 2ghz ram 8gb hardisk 1tb vga gtx1050 4gb layar 15 6 fhd os dos dvd rw cam bluetooth backpack rog garansi resmi 2 tahun lengkap unit laptop tas laptop charger dus fullset note rusak jalan tukar mbali tanya barang waktu ubah harga info lanjut via tlp sms wa ,Rp 13799000
147,asus x555qg a12 9700 ,amd a12 9700 ram 8gb hdd 1tb amd r8 2gb dvdrw led 15 6 hd free dos free bag garansi resmi 2 tahun asus ,Rp 7100000
148,asus rog slim g551vw i7 edition w 4k ultra hd ips display ,assallamuallaikum agan2 sista2 mbali nih ane rizqi gandantestore jual laptop high end check it out asus rog gaming g551vw 4k edition spesifikasi processor 6th gen intel core i7 6700 hq skylake 2 6 ghz up to 3 5 ghz memory 8 gb pc4 superspeed ddr4 sdram up to 32 gb graphic nvidia geforce gtx 960m 4 gb dedicated vram 128 bit w integrated graphics hd 530 storage 1 tb 7200 rpm hdd display 15 6 inch ultra hd 4k ips display zero bright dot anti glare matte finish optical drive dual layer dvd read write and rewriter drive webcam 720p hd web cam connectivity 3x usb 3 0 superspeed 1x mini splayport 1x hdmi port 1x headphone mic combo jack 802 11a g n wlan with bluetooth 4 0 gigabyte ethernet mbps sd mmc ms card reader audio enhanced audio experience with rog audiowizard os windows 10 pro original kondisi fisik mulus akai 98 full laminasi mesin heat super normal batere super normal 3 jam layar 4k buat kinerja layar jernih tajam trinity display silent cooling system buat kinerja laptop fan laptop hening tenang bahan alumunium slim black design keren banget bawa mana2 garansi asus resmi 2018 visual tajam ips display game high end libas gan bonus game2 baru softwares movies lengkap fullset unit laptop rog g551vw adapter charger original batera original dus ori kartu garansi buku buku backup backup drivers backup windows 10 pro note barang original pabrik silah kontak untuk konsultasi cod bandung berat barang total harga akumulasi seluruh biaya masuk biaya irim bubble warp kurir paking kayu line rizqidante imakasih bukalapak wassallamuallaikum wr wb ,Rp 14550000
149,asus rog g701vi exclusive edition monster of gamming ,asus rog g701vi exclusive edition monster of gamming processor 6th gen skylake intel core i7 6820 hk unlockable 4 1 ghz memory 64 gb ddr4 quadruple channel super speed memory ram graphic nvidia geforce gddr5x gtx 1080 8 gb dedicated w 40 gb total memory ultra formance storage 512 gb 512 gb ssd pcie x 4 0 nvme m 2 hyperdrive raid 0 display 17 3 16 9 led backlit 4k uhd 3d 120hz anti glare wide view panel with 72 ntsc w g sync webcam fhd web cam connectivity 3x usb 3 0 superspeed 1x usb 3 1 type c port s card reader 1x rj45 lan jack hdmi mini display thunderbolt port audio ees sabre dac and amplifier subwoofer yboard anti ghosting yboard w 30 key rollover os windows 10 pro original kondisi amp fitur bnob 100 slim and stylish rog titanium bio armor design gddr5x 1080 the best graphic card on the laptop mobile efficient thermal dust tunnel buat laptop dingin amp bebas debu layar 120hz wide view panel tama laptop untuk fps lovers dynamic super resolution up to 4k uhd g sync for the smoothest and fastest gaming nvme raid 0 pcie x 4 0 untuk akses amp olah data super cepat satu2 unlockable overclock processor skylake vr ready untuk alam game seru garansi asus resmi global bonus game2 baru softwares movies by request lengkap fullset laptop asus rog gl701vi adapter charger ori batere ori dus ori buku buku kartu garansi cable tie lap laptop pouch original yboard protector windows 10 pro recovery drivers proses respon cepat nb harga stok waktu ubah konfirmasi atc guna untuk cari informasi update harga stok ima kasih selamat belanja ,Rp 67950000
150,asus gaming rog gl552vx ,intel core i7 7700 processor 4gb ddr4 2133 mhz sdram 2 x so dimm socket for expansion up to 32 gb sdram 15 6 16 9 display nvidia geforce gtx 950m with 4g gddr5 vram 1tb hdd super multi dvd windows 10 home 64 bit 1 x microphone in headphone out jack 1 x usb 3 1 type c port s 2 x usb 3 0 port s 1 x usb 2 0 port s 1 x rj45 lan jack for lan insert 1 x hdmi built in stereo 2 w speakers and microphone output 19 v dc 6 32 a 120 w input 100 240 v ac 50 60 hz universal 3 2 pin compact power supply system 385 x 255 x 32 4 mm wxdxh ,Rp 13799900
151,asus x550vx core i7 ram 8gb ddr4 nvidia gtx 950m hdd 1tb ,ready 4pcs black asus gaming edition laptop gaming yg bikin guna lupa waktu perlu susah2 ganti amunisi spec golong monster spec harga 10jt atas spec procescor intel core i7 6700hq quad core 2 6ghz turboboost 3 5ghz chipset intel hm170 ram 8gb ddr4 2133mhz upgradeable to max 16gb ddr4 hdd 1tb sata vga dual grafis intel hd graphics 530 nvidia geforce gtx 950m vram 2gb layar tft lcd led backlight 15 6 inci resolusi hd 1366 x 768 piksel dual stereo speaker sonicmaster audio os free dos instal sesua selera windows 10 8 7 garansi resmi 2 tahun full sparepart service free bonus tas mouse cleaning laptop cardreader yaa minat hubung active wa line pin bbm untuk anya gadget2 yg id instagram hedar_gadget27 amp bukalapak nama toko hedar gadget khusus cod area malang raya laku transaksi tempat landungsar antar langsung barang yg order sesua alamat khusus kota malang yaa jadi beli echeck2 barang yg beli bayar kalo untuk kabupaten cod kota proses beli jd irim lewat ekspedisi untuk area luar kota kirim ekspedisi yg aktif pilih irim proses bayar beli ambah fasilitas paket kayu yg etalase jamin aman tuju garansi toko 2x24 hitung barang datang harga ubah waktu jam hari beli baik tanya yaaa ima kasih amp happy shopping ,Rp 11128000
152,asus e202sa n3060 ram2 500gb dos grs resmi asus 1th ,dual core intel celeron processor n3060 layar 11 6 1366x768 graf intel hd hdd 500gb memory 2gb ddr3l usb 3 1 type c usb 3 0 bt 4 0 wifi os dos garansi 1 tahun warna ready black white n blue ,Rp 2900000
153,asus x550vx xx275d i7 6700hq 8gb 1tb nvidia gt950m 2gb dos 15 6 quot black ,ready stock limited barang jamin 100 garansi asus indonesia harap konfirmasi barang esan speksifikasi intel core i7 6700hq processor dos layar 15 6 hd 1366x768 screte graphics gtx 950m 2gb gddr5 1tb hdd 8gb ddr4 memory usb 3 0 bt 4 0 wi fi dvd writer easy access to memory upgrade up to 12gb 2 tahun garansi global senila rp 900 000 tas backpack ,Rp 10700000
154,laptop asus k43u mulus ,amd e450 with radeon hd graphics radeon hd graphics 6310m ram 2 gb hdd 320 gb layar 14 inch webcam wifi bluetooth dvd multi kondisi fisik bagus batere normal unit cas aja ,Rp 2100000
155,asus x555qg bx121d amd a12 9700 8gb 1tb radeon r8 m435dx dos black ,ready stock barang jamin 100 garansi asus indonesia harap konfirmasi barang esan speksifikasi 7th generation amd a12 9700p quad core apu with radeon r8 m435 dx graphics dos layar 15 6 hd 1366x768 1tb hdd video memory 2gb gddr3 8gb ddr4 memory upgradeable up to 16gb support dual channel dvd writer usb 3 0 bt 4 0 wi fi 2 tahun garansi global senila rp 900 000 ,Rp 7240000
156,braswell series asus x540sa xx001d 15 6inch intel n3050 ,free ongkir pulau jawa guna jne reg mari budaya baca detail lapak nehh gan laptop jarang banget punya rare layar gede puas banget suka multimedia prosesor braswell punya ommm spek singkat asus x540sa xx001d 15 6inch intel n3050 ram 2gb hardisk 500gb batre 3jam kondisi workssss ngacir overall mulus gan nama seken aja bekas akai d laptop tes fungsi iklan all normal ,Rp 2400000
157,asus x441sa bx003d red ,dual core n3060 up to 2 48 ghz layar 14 hd 1366x768 grafis intel hd dos dvd writer usb 3 1 type c wifi bt 4 0 garansi 2 tahun ,Rp 3420000
158,asus x441sa window 10 ,intel dual core celeron n3060 ram 2 gb hdd 500 gb dvdrw led 14 hd intel hd graphic win 10 included original free bag garansi resmi 2 tahun asus ,Rp 3720000
159,laptop asus x44h kantor seko ,laptop asus x44h cocok kuliah seko kantor spek singkat intel sandybridge b950 2 1ghz ram 2gb hdd 500gb vga intel hd dvdrw multi layar display 14in win 7 batera awet 2 3 jam an kondisi fisik lumay 80 an mesi
